Case,Activity,Timestamp,Resource,Injection
2600,Perform checks,21:14.3,Clerk-000001,
,,,,
2600,Make decision,31:23.7,Manager-000005,
,,,,
2600,notify reject,36:30.4,Manager-000003,
,,,,
2600,time out,43:30.0,,
,,,,
2600,EVENT 13 END,43:40.0,,
,,,,
2610,Check for completeness,19:11.4,Clerk-000002,
,,,,
2610,New online application received,19:11.4,,
,,,,
2610,Perform checks,24:32.2,Clerk-000006,
,,,,
2610,Make decision,25:28.7,Manager-000006,
,,,,
2610,notify reject,52:48.8,Manager-000001,
,,,,
2610,time out,55:12.0,,
,,,,
2610,EVENT 13 END,55:22.0,,
,,,,
2613,Check for completeness,50:48.4,Clerk-000003,
,,,,
2613,New online application received,50:48.4,,
,,,,
2613,Request info,03:01.6,Manager-000006,
,,,,
2613,info received,04:13.6,,
,,,,
2613,Check for completeness,04:23.6,Clerk-000006,
,,,,
2613,Perform checks,18:59.2,Clerk-000005,
,,,,
2613,Make decision,35:20.7,Manager-000002,
,,,,
2613,notify reject,42:02.6,Manager-000004,
,,,,
2613,review request received,46:07.0,,
,,,,
2613,Check for completeness,46:17.0,Clerk-000003,
,,,,
2613,Request info,46:26.8,Manager-000006,
,,,,
2613,info received,03:26.1,,
,,,,
2613,Check for completeness,03:36.1,Clerk-000001,
,,,,
2613,Request info,06:22.1,Manager-000002,
,,,,
2613,info received,39:06.8,,
,,,,
2613,Check for completeness,39:16.8,Clerk-000005,
,,,,
2613,Perform checks,55:20.0,Clerk-000004,
,,,,
2613,Make decision,00:52.5,Manager-000005,
,,,,
2613,Notify accept,03:46.6,Manager-000003,
,,,,
2613,Deliver card,06:15.9,Manager-000004,
,,,,
2613,EVENT 13 END,36:12.6,,
,,,,
2624,Check for completeness,34:08.4,Clerk-000003,
,,,,
2624,New online application received,34:08.4,,
,,,,
2624,Request info,45:21.0,Manager-000006,
,,,,
2624,info received,48:28.2,,
,,,,
2624,Check for completeness,48:38.2,Clerk-000006,
,,,,
2624,Request info,51:47.4,Manager-000005,
,,,,
2624,info received,57:10.1,,
,,,,
2624,Check for completeness,57:20.1,Clerk-000004,
,,,,
2624,Request info,57:27.1,Manager-000003,
,,,,
2624,info received,46:40.0,,
,,,,
2624,Check for completeness,46:50.0,Clerk-000006,
,,,,
2624,Request info,51:00.7,Manager-000002,
,,,,
2624,info received,02:21.9,,
,,,,
2624,Check for completeness,02:31.9,Clerk-000001,
,,,,
2624,Perform checks,05:04.4,Clerk-000003,
,,,,
2624,Make decision,24:19.6,Manager-000004,
,,,,
2624,notify reject,25:18.8,Manager-000006,
,,,,
2624,time out,26:58.3,,
,,,,
2624,EVENT 13 END,27:08.3,,
,,,,
2626,Check for completeness,29:02.9,Clerk-000005,
,,,,
2626,New online application received,29:02.9,,
,,,,
2626,Request info,40:20.9,Manager-000003,
,,,,
2626,info received,44:51.8,,
,,,,
2626,Check for completeness,45:01.8,Clerk-000006,
,,,,
2626,Perform checks,50:05.9,Clerk-000004,
,,,,
2626,Make decision,57:53.6,Manager-000002,
,,,,
2626,notify reject,12:09.4,Manager-000005,
,,,,
2626,time out,28:01.5,,
,,,,
2626,EVENT 13 END,28:11.5,,
,,,,
2628,Check for completeness,35:43.0,Clerk-000003,
,,,,
2628,New online application received,35:43.0,,
,,,,
2628,Perform checks,43:19.2,Clerk-000005,
,,,,
2628,Make decision,56:34.8,Manager-000003,
,,,,
2628,Notify accept,03:17.7,Manager-000002,
,,,,
2628,Deliver card,36:33.7,Manager-000005,
,,,,
2628,EVENT 13 END,38:23.1,,
,,,,
2654,Check for completeness,17:50.1,Clerk-000003,
,,,,
2654,New online application received,17:50.1,,
,,,,
2654,Request info,37:11.7,Manager-000004,
,,,,
2654,info received,41:15.0,,
,,,,
2654,Check for completeness,41:25.0,Clerk-000005,
,,,,
2654,Perform checks,42:12.1,Clerk-000001,
,,,,
2654,Make decision,42:36.9,Manager-000003,
,,,,
2654,notify reject,42:57.0,Manager-000002,
,,,,
2654,review request received,52:51.6,,
,,,,
2654,Check for completeness,53:01.6,Clerk-000002,
,,,,
2654,Request info,01:59.6,Manager-000006,
,,,,
2654,info received,11:41.2,,
,,,,
2654,Check for completeness,11:51.2,Clerk-000006,
,,,,
2654,Request info,17:11.6,Manager-000001,
,,,,
2654,info received,19:45.9,,
,,,,
2654,Check for completeness,19:55.9,Clerk-000003,
,,,,
2654,Perform checks,29:59.6,Clerk-000006,
,,,,
2654,Make decision,47:27.5,Manager-000002,
,,,,
2654,notify reject,51:55.3,Manager-000006,
,,,,
2654,review request received,55:53.5,,
,,,,
2654,Check for completeness,56:03.5,Clerk-000005,
,,,,
2654,Request info,03:29.5,Manager-000001,
,,,,
2654,info received,07:02.5,,
,,,,
2654,Check for completeness,07:12.5,Clerk-000004,
,,,,
2654,Perform checks,09:54.6,Clerk-000003,
,,,,
2654,Make decision,17:04.0,Manager-000002,
,,,,
2654,Notify accept,24:28.4,Manager-000006,
,,,,
2654,Deliver card,30:01.3,Manager-000003,
,,,,
2654,EVENT 13 END,38:42.7,,
,,,,
2655,Check for completeness,15:55.7,Clerk-000004,
,,,,
2655,New online application received,15:55.7,,
,,,,
2655,Perform checks,29:26.1,Clerk-000002,
,,,,
2655,Make decision,09:50.8,Manager-000005,
,,,,
2655,Notify accept,11:05.3,Manager-000004,
,,,,
2655,Deliver card,31:28.4,Manager-000001,
,,,,
2655,EVENT 13 END,00:50.7,,
,,,,
2665,Check for completeness,14:11.1,Clerk-000002,
,,,,
2665,New online application received,14:11.1,,
,,,,
2665,Request info,57:29.7,Manager-000006,
,,,,
2665,info received,59:39.0,,
,,,,
2665,Check for completeness,59:49.0,Clerk-000005,
,,,,
2665,Request info,16:56.6,Manager-000005,
,,,,
2665,info received,43:19.4,,
,,,,
2665,Check for completeness,43:29.4,Clerk-000006,
,,,,
2665,Perform checks,54:22.7,Clerk-000003,
,,,,
2665,Make decision,05:49.7,Manager-000004,
,,,,
2665,notify reject,12:51.9,Manager-000001,
,,,,
2665,review request received,01:41.9,,
,,,,
2665,Check for completeness,01:51.9,Clerk-000001,
,,,,
2665,Request info,16:08.3,Manager-000003,
,,,,
2665,info received,25:14.8,,
,,,,
2665,Check for completeness,25:24.8,Clerk-000006,
,,,,
2665,Request info,37:12.3,Manager-000002,
,,,,
2665,info received,39:56.8,,
,,,,
2665,Check for completeness,40:06.8,Clerk-000003,
,,,,
2665,Request info,41:21.7,Manager-000001,
,,,,
2665,info received,48:12.0,,
,,,,
2665,Check for completeness,48:22.0,Clerk-000004,
,,,,
2665,Request info,50:26.0,Manager-000006,
,,,,
2665,info received,58:56.8,,
,,,,
2665,Check for completeness,59:06.8,Clerk-000002,
,,,,
2665,Request info,06:30.3,Manager-000005,
,,,,
2665,info received,13:15.8,,
,,,,
2665,Check for completeness,13:25.8,Clerk-000005,
,,,,
2665,Perform checks,13:51.0,Clerk-000001,
,,,,
2665,Make decision,19:07.3,Manager-000004,
,,,,
2665,notify reject,20:42.1,Manager-000003,
,,,,
2665,review request received,21:35.7,,
,,,,
2665,Check for completeness,21:45.7,Clerk-000006,
,,,,
2665,Request info,33:09.3,Manager-000002,
,,,,
2665,info received,50:37.2,,
,,,,
2665,Check for completeness,50:47.2,Clerk-000003,
,,,,
2665,Perform checks,59:52.5,Clerk-000004,
,,,,
2665,Make decision,05:25.8,Manager-000001,
,,,,
2665,Notify accept,21:36.8,Manager-000006,
,,,,
2665,Deliver card,32:20.3,Manager-000005,
,,,,
2665,EVENT 13 END,42:56.4,,
,,,,
2670,Check for completeness,09:46.2,Clerk-000001,
,,,,
2670,New online application received,09:46.2,,
,,,,
2670,Request info,18:15.1,Manager-000006,
,,,,
2670,info received,28:13.7,,
,,,,
2670,Check for completeness,28:23.7,Clerk-000006,
,,,,
2670,Request info,30:44.3,Manager-000005,
,,,,
2670,info received,39:51.1,,
,,,,
2670,Check for completeness,40:01.1,Clerk-000003,
,,,,
2670,Perform checks,47:33.3,Clerk-000004,
,,,,
2670,Make decision,58:33.3,Manager-000004,
,,,,
2670,Notify accept,03:27.7,Manager-000003,
,,,,
2670,Deliver card,18:13.9,Manager-000005,
,,,,
2670,EVENT 13 END,55:38.7,,
,,,,
2672,Check for completeness,05:27.3,Clerk-000001,
,,,,
2672,New online application received,05:27.3,,
,,,,
2672,Perform checks,24:15.2,Clerk-000006,
,,,,
2672,Make decision,27:09.2,Manager-000004,
,,,,
2672,notify reject,31:49.7,Manager-000002,
,,,,
2672,time out,49:50.1,,
,,,,
2672,EVENT 13 END,50:00.1,,
,,,,
2682,Check for completeness,30:32.8,Clerk-000002,
,,,,
2682,New online application received,30:32.8,,
,,,,
2682,Perform checks,41:49.5,Clerk-000004,
,,,,
2682,Make decision,48:57.8,Manager-000005,
,,,,
2682,Notify accept,51:38.7,Manager-000002,
,,,,
2682,Deliver card,58:30.0,Manager-000005,
,,,,
2682,EVENT 13 END,09:05.9,,
,,,,
2686,Check for completeness,03:13.9,Clerk-000004,
,,,,
2686,New online application received,03:13.9,,
,,,,
2686,Perform checks,11:51.8,Clerk-000003,
,,,,
2686,Make decision,38:00.9,Manager-000005,
,,,,
2686,notify reject,45:05.9,Manager-000006,
,,,,
2686,review request received,49:50.5,,
,,,,
2686,Check for completeness,50:00.5,Clerk-000005,
,,,,
2686,Perform checks,02:30.0,Clerk-000006,
,,,,
2686,Make decision,18:33.8,Manager-000001,
,,,,
2686,Notify accept,27:51.5,Manager-000003,
,,,,
2686,Deliver card,27:53.0,Manager-000002,
,,,,
2686,EVENT 13 END,49:18.4,,
,,,,
2698,Check for completeness,01:28.0,Clerk-000002,
,,,,
2698,New online application received,01:28.0,,
,,,,
2698,Perform checks,03:43.4,Clerk-000001,
,,,,
2698,Make decision,06:47.6,Manager-000002,
,,,,
2698,notify reject,09:27.3,Manager-000004,
,,,,
2698,review request received,11:30.6,,
,,,,
2698,Check for completeness,11:40.6,Clerk-000004,
,,,,
2698,Request info,12:34.2,Manager-000003,
,,,,
2698,info received,12:47.6,,
,,,,
2698,Check for completeness,12:57.6,Clerk-000001,
,,,,
2698,Perform checks,13:19.1,Clerk-000003,
,,,,
2698,Make decision,14:26.7,Manager-000005,
,,,,
2698,Notify accept,47:34.3,Manager-000006,
,,,,
2698,Deliver card,56:54.9,Manager-000003,
,,,,
2698,EVENT 13 END,09:10.1,,
,,,,
2708,Check for completeness,53:25.0,Clerk-000002,
,,,,
2708,New online application received,53:25.0,,
,,,,
2708,Request info,55:27.8,Manager-000006,
,,,,
2708,info received,58:38.0,,
,,,,
2708,Check for completeness,58:48.0,Clerk-000004,
,,,,
2708,Request info,59:10.4,Manager-000001,
,,,,
2708,info received,04:41.4,,
,,,,
2708,Check for completeness,04:51.4,Clerk-000005,
,,,,
2708,Perform checks,14:08.7,Clerk-000003,
,,,,
2708,Make decision,28:12.6,Manager-000002,
,,,,
2708,notify reject,32:36.2,Manager-000005,
,,,,
2708,time out,05:13.3,,
,,,,
2708,EVENT 13 END,05:23.3,,
,,,,
2711,Check for completeness,56:00.3,Clerk-000006,
,,,,
2711,New online application received,56:00.3,,
,,,,
2711,Request info,01:16.5,Manager-000003,
,,,,
2711,info received,04:45.7,,
,,,,
2711,Check for completeness,04:55.7,Clerk-000002,
,,,,
2711,Request info,24:49.9,Manager-000004,
,,,,
2711,info received,33:38.6,,
,,,,
2711,Check for completeness,33:48.6,Clerk-000004,
,,,,
2711,Perform checks,27:35.4,Clerk-000001,
,,,,
2711,Make decision,41:44.9,Manager-000002,
,,,,
2711,Notify accept,43:20.0,Manager-000006,
,,,,
2711,Deliver card,51:34.0,Manager-000001,
,,,,
2711,EVENT 13 END,57:10.4,,
,,,,
2713,Check for completeness,46:44.0,Clerk-000002,
,,,,
2713,New online application received,46:44.0,,
,,,,
2713,Request info,54:48.9,Manager-000002,
,,,,
2713,info received,57:37.0,,
,,,,
2713,Check for completeness,57:47.0,Clerk-000004,
,,,,
2713,Perform checks,03:36.7,Clerk-000001,
,,,,
2713,Make decision,17:48.0,Manager-000006,
,,,,
2713,Notify accept,27:11.0,Manager-000001,
,,,,
2713,Deliver card,32:34.0,Manager-000003,
,,,,
2713,EVENT 13 END,37:03.9,,
,,,,
2714,Check for completeness,01:49.1,Clerk-000005,
,,,,
2714,New online application received,01:49.1,,
,,,,
2714,Perform checks,03:45.4,Clerk-000003,
,,,,
2714,Make decision,09:15.2,Manager-000005,
,,,,
2714,notify reject,15:31.5,Manager-000002,
,,,,
2714,time out,36:59.0,,
,,,,
2714,EVENT 13 END,37:09.0,,
,,,,
2715,Check for completeness,32:17.4,Clerk-000006,
,,,,
2715,New online application received,32:17.4,,
,,,,
2715,Request info,44:49.4,Manager-000004,
,,,,
2715,info received,48:12.8,,
,,,,
2715,Check for completeness,48:22.8,Clerk-000002,
,,,,
2715,Request info,57:48.5,Manager-000006,
,,,,
2715,info received,59:56.2,,
,,,,
2715,Check for completeness,00:06.2,Clerk-000004,
,,,,
2715,Perform checks,11:04.3,Clerk-000001,
,,,,
2715,Make decision,14:46.7,Manager-000001,
,,,,
2715,notify reject,56:33.1,Manager-000004,
,,,,
2715,review request received,29:16.6,,
,,,,
2715,Check for completeness,29:26.6,Clerk-000002,
,,,,
2715,Request info,39:10.2,Manager-000006,
,,,,
2715,info received,42:24.6,,
,,,,
2715,Check for completeness,42:34.6,Clerk-000004,
,,,,
2715,Request info,46:34.1,Manager-000003,
,,,,
2715,info received,51:12.8,,
,,,,
2715,Check for completeness,51:22.8,Clerk-000001,
,,,,
2715,Request info,56:29.0,Manager-000005,
,,,,
2715,info received,58:30.8,,
,,,,
2715,Check for completeness,58:40.8,Clerk-000005,
,,,,
2715,Request info,08:19.1,Manager-000001,
,,,,
2715,info received,11:42.8,,
,,,,
2715,Check for completeness,11:52.8,Clerk-000003,
,,,,
2715,Perform checks,21:54.3,Clerk-000006,
,,,,
2715,Make decision,22:57.8,Manager-000002,
,,,,
2715,Notify accept,26:22.1,Manager-000004,
,,,,
2715,Deliver card,33:24.0,Manager-000006,
,,,,
2715,EVENT 13 END,47:01.0,,
,,,,
2717,Check for completeness,18:02.9,Clerk-000002,
,,,,
2717,New online application received,18:02.9,,
,,,,
2717,Perform checks,19:48.8,Clerk-000004,
,,,,
2717,Make decision,27:48.5,Manager-000003,
,,,,
2717,notify reject,31:29.0,Manager-000005,
,,,,
2717,time out,45:31.9,,
,,,,
2717,EVENT 13 END,45:41.9,,
,,,,
2720,Check for completeness,31:27.3,Clerk-000005,
,,,,
2720,New online application received,31:27.3,,
,,,,
2720,Request info,32:38.8,Manager-000003,
,,,,
2720,info received,59:57.4,,
,,,,
2720,Check for completeness,00:07.4,Clerk-000003,
,,,,
2720,Perform checks,09:48.1,Clerk-000002,
,,,,
2720,Make decision,25:52.7,Manager-000005,
,,,,
2720,notify reject,31:45.0,Manager-000006,
,,,,
2720,review request received,36:03.4,,
,,,,
2720,Check for completeness,36:13.4,Clerk-000006,
,,,,
2720,Perform checks,11:46.1,Clerk-000001,
,,,,
2720,Make decision,12:52.9,Manager-000004,
,,,,
2720,notify reject,18:26.0,Manager-000002,
,,,,
2720,review request received,18:39.7,,
,,,,
2720,Check for completeness,18:49.7,Clerk-000004,
,,,,
2720,Perform checks,19:06.7,Clerk-000005,
,,,,
2720,Make decision,36:08.7,Manager-000001,
,,,,
2720,Notify accept,36:37.0,Manager-000003,
,,,,
2720,Deliver card,02:16.0,Manager-000005,
,,,,
2720,EVENT 13 END,10:17.5,,
,,,,
2725,Check for completeness,41:39.8,Clerk-000005,
,,,,
2725,New online application received,41:39.8,,
,,,,
2725,Perform checks,51:17.1,Clerk-000003,
,,,,
2725,Make decision,32:58.9,Manager-000001,
,,,,
2725,Notify accept,58:10.3,Manager-000005,
,,,,
2725,Deliver card,08:42.8,Manager-000004,
,,,,
2725,EVENT 13 END,15:48.7,,
,,,,
2728,Check for completeness,43:15.6,Clerk-000004,
,,,,
2728,New online application received,43:15.6,,
,,,,
2728,Perform checks,43:19.4,Clerk-000002,
,,,,
2728,Make decision,12:57.1,Manager-000006,
,,,,
2728,Notify accept,17:24.0,Manager-000004,
,,,,
2728,Deliver card,34:43.8,Manager-000002,
,,,,
2728,EVENT 13 END,41:50.0,,
,,,,
2739,Check for completeness,51:07.4,Clerk-000002,
,,,,
2739,New online application received,51:07.4,,
,,,,
2739,Perform checks,16:57.8,Clerk-000004,
,,,,
2739,Make decision,25:05.3,Manager-000004,
,,,,
2739,Notify accept,49:35.3,Manager-000006,
,,,,
2739,Deliver card,50:47.8,Manager-000005,
,,,,
2739,EVENT 13 END,00:09.8,,
,,,,
2740,Check for completeness,56:39.8,Clerk-000003,
,,,,
2740,New online application received,56:39.8,,
,,,,
2740,Request info,59:52.6,Manager-000003,
,,,,
2740,info received,11:30.6,,
,,,,
2740,Check for completeness,11:40.6,Clerk-000006,
,,,,
2740,Perform checks,27:43.2,Clerk-000005,
,,,,
2740,Make decision,40:41.5,Manager-000006,
,,,,
2740,Notify accept,44:09.8,Manager-000003,
,,,,
2740,Deliver card,46:42.7,Manager-000002,
,,,,
2740,EVENT 13 END,51:27.6,,
,,,,
2743,Check for completeness,57:06.2,Clerk-000003,
,,,,
2743,New online application received,57:06.2,,
,,,,
2743,Perform checks,04:38.8,Clerk-000005,
,,,,
2743,Make decision,28:03.7,Manager-000002,
,,,,
2743,Notify accept,29:52.4,Manager-000001,
,,,,
2743,Deliver card,41:31.5,Manager-000005,
,,,,
2743,EVENT 13 END,03:09.4,,
,,,,
2751,Check for completeness,06:07.1,Clerk-000006,
,,,,
2751,New online application received,06:07.1,,
,,,,
2751,Request info,10:23.4,Manager-000002,
,,,,
2751,info received,10:28.6,,
,,,,
2751,Check for completeness,10:38.6,Clerk-000002,
,,,,
2751,Request info,13:36.0,Manager-000003,
,,,,
2751,info received,14:04.5,,
,,,,
2751,Check for completeness,14:14.5,Clerk-000001,
,,,,
2751,Perform checks,21:57.6,Clerk-000005,
,,,,
2751,Make decision,26:56.8,Manager-000003,
,,,,
2751,notify reject,28:19.9,Manager-000004,
,,,,
2751,review request received,34:44.9,,
,,,,
2751,Check for completeness,34:54.9,Clerk-000001,
,,,,
2751,Request info,44:50.6,Manager-000006,
,,,,
2751,info received,27:56.1,,
,,,,
2751,Check for completeness,28:06.1,Clerk-000005,
,,,,
2751,Perform checks,34:24.5,Clerk-000004,
,,,,
2751,Make decision,39:35.3,Manager-000003,
,,,,
2751,notify reject,40:04.7,Manager-000006,
,,,,
2751,time out,48:15.6,,
,,,,
2751,EVENT 13 END,48:25.6,,
,,,,
2754,Check for completeness,25:14.8,Clerk-000006,
,,,,
2754,New online application received,25:14.8,,
,,,,
2754,Request info,48:40.1,Manager-000001,
,,,,
2754,info received,50:19.5,,
,,,,
2754,Check for completeness,50:29.5,Clerk-000004,
,,,,
2754,Request info,59:30.4,Manager-000006,
,,,,
2754,info received,16:22.0,,
,,,,
2754,Check for completeness,16:32.0,Clerk-000006,
,,,,
2754,Perform checks,40:38.6,Clerk-000002,
,,,,
2754,Make decision,54:32.0,Manager-000006,
,,,,
2754,Notify accept,56:41.3,Manager-000004,
,,,,
2754,Deliver card,02:30.7,Manager-000003,
,,,,
2754,EVENT 13 END,22:37.6,,
,,,,
2760,Check for completeness,20:04.8,Clerk-000003,
,,,,
2760,New online application received,20:04.8,,
,,,,
2760,Request info,26:32.1,Manager-000005,
,,,,
2760,info received,57:02.0,,
,,,,
2760,Check for completeness,57:12.0,Clerk-000006,
,,,,
2760,Request info,07:19.0,Manager-000002,
,,,,
2760,info received,26:37.9,,
,,,,
2760,Check for completeness,26:47.9,Clerk-000001,
,,,,
2760,Request info,29:24.9,Manager-000005,
,,,,
2760,info received,40:13.3,,
,,,,
2760,Check for completeness,40:23.3,Clerk-000002,
,,,,
2760,Perform checks,43:50.1,Clerk-000004,
,,,,
2760,Make decision,44:50.2,Manager-000006,
,,,,
2760,Notify accept,56:19.1,Manager-000005,
,,,,
2760,Deliver card,56:20.2,Manager-000001,
,,,,
2760,EVENT 13 END,09:38.8,,
,,,,
2761,Check for completeness,36:08.0,Clerk-000001,
,,,,
2761,New online application received,36:08.0,,
,,,,
2761,Request info,57:14.0,Manager-000004,
,,,,
2761,info received,58:16.7,,
,,,,
2761,Check for completeness,58:26.7,Clerk-000002,
,,,,
2761,Perform checks,02:56.9,Clerk-000005,
