Case,Activity,Timestamp,Resource,Injection,Aug,augmented_activity,semantic_reason,resource,case,diagnose
3575.0,Make decision,2025-05-31 17:29:42,Manager-000005,,1,Perform checks,Random swap,,,
3575.0,Notify accept,NaT,Manager-000001,,0,,,,,
3575.0,Deliver card,NaT,Manager-000004,,0,,,,,
3575.0,EVENT 13 END,NaT,,,0,,,,,
3583.0,Deliver card,2025-05-31 07:22:42,Manager-000001,,0,,,,,
3583.0,Deliver card,2025-05-31 07:22:42,Manager-000001,,1,EVENT 13 END,Random swap,,,
3583.0,EVENT 13 END,2025-05-31 13:06:12,,,0,,,,,
3583.0,EVENT 13 END,2025-05-31 13:06:12,,,1,Deliver card,Random swap,,,
3583.0,Check for completeness,2025-05-31 23:03:42,Clerk-000006,,0,,,,,
3583.0,New online application received,2025-05-31 23:03:42,,,0,,,,,
3583.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3583.0,Make decision,NaT,Manager-000003,,0,,,,,
3583.0,Notify accept,NaT,Manager-000002,,0,,,,,
3590.0,Check for completeness,2025-05-31 07:36:54,Clerk-000001,,0,,,,,
3590.0,New online application received,2025-05-31 07:36:54,,,0,,,,,
3590.0,Perform checks,2025-05-31 08:03:30,Clerk-000005,,0,,,,,
3590.0,Make decision,2025-05-31 15:01:06,Manager-000002,,0,,,,,
3590.0,Make decision,2025-05-31 15:01:06,Manager-000002,,1,notify reject,Random swap,,,
3590.0,notify reject,2025-05-31 18:51:36,Manager-000006,,0,,,,,
3590.0,notify reject,2025-05-31 18:51:36,Manager-000006,,1,Make decision,Random swap,,,
3590.0,time out,2025-05-31 21:48:42,,,0,,,,,
3590.0,EVENT 13 END,2025-05-31 21:58:42,,,0,,,,,
3592.0,Request info,2025-05-31 03:49:06,Manager-000006,,0,,,,,
3592.0,Request info,2025-05-31 03:49:06,Manager-000006,,1,Request info,Random delete (for augmentation only),,,
3592.0,info received,2025-05-31 03:57:00,,,0,,,,,
3592.0,Check for completeness,2025-05-31 04:07:00,Clerk-000002,,0,,,,,
3592.0,Check for completeness,2025-05-31 04:07:00,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
3592.0,Perform checks,2025-05-31 16:38:00,Clerk-000005,,0,,,,,
3592.0,Notify accept,NaT,Manager-000005,,0,,,,,
3592.0,Deliver card,NaT,Manager-000001,,0,,,,,
3592.0,review request received,NaT,,,0,,,,,
3592.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3592.0,Request info,NaT,Manager-000001,,0,,,,,
3592.0,Request info,NaT,Manager-000004,,0,,,,,
3592.0,EVENT 13 END,NaT,,,0,,,,,
3592.0,Make decision,NaT,Manager-000004,,0,,,,,
3592.0,info received,NaT,,,0,,,,,
3592.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3592.0,Perform checks,NaT,Clerk-000003,,0,,,,,
3592.0,Make decision,NaT,Manager-000002,,0,,,,,
3592.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3592.0,New online application received,NaT,,,0,,,,,
3592.0,notify reject,NaT,Manager-000006,,0,,,,,
3592.0,info received,NaT,,,0,,,,,
3592.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3592.0,Perform checks,NaT,Clerk-000003,,1,Make decision,Random swap,,,
3592.0,Make decision,NaT,Manager-000002,,1,Perform checks,Random swap,,,
3592.0,Request info,NaT,Manager-000001,,1,Request info,Random delete (for augmentation only),,,
3592.0,review request received,NaT,,,1,review request received,Random delete (for augmentation only),,,
3594.0,Perform checks,2025-05-31 03:24:42,Clerk-000004,,0,,,,,
3594.0,Make decision,2025-05-31 05:55:18,Manager-000006,,0,,,,,
3594.0,notify reject,2025-05-31 07:52:30,Manager-000003,,0,,,,,
3594.0,time out,2025-05-31 11:00:06,,,0,,,,,
3594.0,EVENT 13 END,2025-05-31 11:10:06,,,0,,,,,
3594.0,Check for completeness,2025-05-31 16:46:00,Clerk-000004,,0,,,,,
3594.0,New online application received,2025-05-31 16:46:00,,,0,,,,,
3594.0,Request info,2025-05-31 20:31:36,Manager-000003,,0,,,,,
3594.0,info received,NaT,,,0,,,,,
3594.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3594.0,Request info,NaT,Manager-000002,,0,,,,,
3594.0,info received,NaT,,,0,,,,,
3594.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3594.0,info received,NaT,,,0,,,,,
3594.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3594.0,Request info,NaT,Manager-000005,,0,,,,,
3594.0,info received,NaT,,,0,,,,,
3594.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3594.0,Request info,NaT,Manager-000001,,0,,,,,
3594.0,Request info,NaT,Manager-000002,,1,Request info,Random delete (for augmentation only),,,
3598.0,info received,2025-05-31 12:27:42,,,0,,,,,
3598.0,Check for completeness,2025-05-31 12:37:42,Clerk-000003,,0,,,,,
3598.0,Perform checks,2025-05-31 23:11:48,Clerk-000005,,0,,,,,
3598.0,Make decision,NaT,Manager-000001,,0,,,,,
3598.0,Notify accept,NaT,Manager-000005,,0,,,,,
3598.0,Request info,NaT,Manager-000002,,0,,,,,
3598.0,Deliver card,NaT,Manager-000002,,0,,,,,
3598.0,EVENT 13 END,NaT,,,0,,,,,
3598.0,info received,NaT,,,0,,,,,
3598.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3598.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3598.0,New online application received,NaT,,,0,,,,,
3598.0,Request info,NaT,Manager-000006,,0,,,,,
3598.0,info received,NaT,,,0,,,,,
3598.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3598.0,Request info,NaT,Manager-000003,,0,,,,,
3598.0,Request info,NaT,Manager-000002,,1,Deliver card,Random swap,,,
3598.0,Deliver card,NaT,Manager-000002,,1,Request info,Random swap,,,
3598.0,EVENT 13 END,NaT,,,1,EVENT 13 END,Random delete (for augmentation only),,,
3598.0,New online application received,NaT,,,1,Request info,Random swap,,,
3598.0,Request info,NaT,Manager-000006,,1,New online application received,Random swap,,,
3598.0,Check for completeness,NaT,Clerk-000001,,1,Check for completeness,Random delete (for augmentation only),,,
3616.0,Check for completeness,2025-05-31 14:52:24,Clerk-000004,,0,,,,,
3616.0,New online application received,2025-05-31 14:52:24,,,0,,,,,
3616.0,Request info,2025-05-31 16:49:54,Manager-000003,,0,,,,,
3616.0,info received,2025-05-31 17:04:24,,,0,,,,,
3616.0,Check for completeness,2025-05-31 17:14:24,Clerk-000002,,0,,,,,
3616.0,Request info,NaT,Manager-000004,,0,,,,,
3616.0,info received,NaT,,,0,,,,,
3616.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3616.0,Perform checks,NaT,Clerk-000003,,0,,,,,
3616.0,Make decision,NaT,Manager-000005,,0,,,,,
3616.0,notify reject,NaT,Manager-000001,,0,,,,,
3616.0,time out,NaT,,,0,,,,,
3616.0,EVENT 13 END,NaT,,,0,,,,,
3616.0,Request info,NaT,Manager-000004,,1,Request info,Random delete (for augmentation only),,,
3616.0,info received,NaT,,,1,Check for completeness,Random swap,,,
3616.0,Check for completeness,NaT,Clerk-000006,,1,info received,Random swap,,,
3627.0,EVENT 13 END,2025-05-31 00:50:00,,,0,,,,,
3627.0,EVENT 13 END,2025-05-31 00:50:00,,,1,Check for completeness,Random swap,,,
3627.0,Check for completeness,2025-05-31 11:23:00,Clerk-000002,,0,,,,,
3627.0,New online application received,2025-05-31 11:23:00,,,0,,,,,
3627.0,Check for completeness,2025-05-31 11:23:00,Clerk-000002,,1,EVENT 13 END,Random swap,,,
3627.0,New online application received,2025-05-31 11:23:00,,,1,Perform checks,Random swap,,,
3627.0,Perform checks,2025-05-31 18:55:36,Clerk-000004,,0,,,,,
3627.0,Perform checks,2025-05-31 18:55:36,Clerk-000004,,1,New online application received,Random swap,,,
3627.0,Make decision,NaT,Manager-000006,,0,,,,,
3627.0,Notify accept,NaT,Manager-000001,,0,,,,,
3627.0,Deliver card,NaT,Manager-000002,,0,,,,,
3632.0,info received,2025-05-31 05:14:24,,,0,,,,,
3632.0,Check for completeness,2025-05-31 05:24:24,Clerk-000006,,0,,,,,
3632.0,Perform checks,2025-05-31 06:30:54,Clerk-000003,,0,,,,,
3632.0,Make decision,2025-05-31 16:02:18,Manager-000005,,0,,,,,
3632.0,Notify accept,2025-05-31 17:19:54,Manager-000006,,0,,,,,
3632.0,Deliver card,2025-05-31 18:38:36,Manager-000001,,0,,,,,
3632.0,Deliver card,2025-05-31 18:38:36,Manager-000001,,1,Deliver card,Random delete (for augmentation only),,,
3632.0,EVENT 13 END,2025-05-31 19:31:36,,,0,,,,,
3632.0,EVENT 13 END,2025-05-31 19:31:36,,,1,Check for completeness,Random swap,,,
3632.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3632.0,New online application received,NaT,,,0,,,,,
3632.0,Request info,NaT,Manager-000004,,0,,,,,
3632.0,Check for completeness,NaT,Clerk-000001,,1,EVENT 13 END,Random swap,,,
3634.0,Request info,2025-05-31 03:12:06,Manager-000003,,0,,,,,
3634.0,info received,2025-05-31 03:58:06,,,0,,,,,
3634.0,Check for completeness,2025-05-31 04:08:06,Clerk-000001,,0,,,,,
3634.0,Deliver card,2025-05-31 06:58:54,Manager-000003,,0,,,,,
3634.0,Perform checks,2025-05-31 15:21:18,Clerk-000006,,0,,,,,
3634.0,Make decision,NaT,Manager-000006,,0,,,,,
3634.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3634.0,New online application received,NaT,,,0,,,,,
3634.0,Notify accept,NaT,Manager-000001,,0,,,,,
3634.0,EVENT 13 END,NaT,,,0,,,,,
3648.0,Notify accept,2025-05-31 02:31:36,Manager-000001,,0,,,,,
3648.0,Deliver card,2025-05-31 02:37:12,Manager-000004,,0,,,,,
3648.0,EVENT 13 END,2025-05-31 17:55:42,,,0,,,,,
3648.0,EVENT 13 END,2025-05-31 17:55:42,,,1,Check for completeness,Random swap,,,
3648.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3648.0,New online application received,NaT,,,0,,,,,
3648.0,Perform checks,NaT,Clerk-000006,,0,,,,,
3648.0,Make decision,NaT,Manager-000006,,0,,,,,
3648.0,Perform checks,NaT,Clerk-000006,,1,Perform checks,Random delete (for augmentation only),,,
3648.0,Check for completeness,NaT,Clerk-000001,,1,EVENT 13 END,Random swap,,,
3650.0,EVENT 13 END,2025-05-31 09:41:12,,,0,,,,,
3650.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3650.0,New online application received,NaT,,,0,,,,,
3650.0,Perform checks,NaT,Clerk-000006,,0,,,,,
3650.0,Make decision,NaT,Manager-000001,,0,,,,,
3650.0,Notify accept,NaT,Manager-000003,,0,,,,,
3650.0,Deliver card,NaT,Manager-000004,,0,,,,,
3650.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
3650.0,Make decision,NaT,Manager-000001,,1,Notify accept,Random swap,,,
3650.0,Notify accept,NaT,Manager-000003,,1,Make decision,Random swap,,,
3653.0,Check for completeness,2025-05-31 08:20:18,Clerk-000001,,0,,,,,
3653.0,New online application received,2025-05-31 08:20:18,,,0,,,,,
3653.0,Perform checks,2025-05-31 09:44:24,Clerk-000002,,0,,,,,
3653.0,EVENT 13 END,2025-05-31 12:09:12,,,0,,,,,
3653.0,Make decision,2025-05-31 13:08:18,Manager-000002,,0,,,,,
3653.0,notify reject,2025-05-31 19:49:12,Manager-000006,,0,,,,,
3653.0,review request received,NaT,,,0,,,,,
3653.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3653.0,Perform checks,NaT,Clerk-000006,,0,,,,,
3653.0,Make decision,NaT,Manager-000004,,0,,,,,
3653.0,Notify accept,NaT,Manager-000005,,0,,,,,
3653.0,Deliver card,NaT,Manager-000006,,0,,,,,
3653.0,Make decision,NaT,Manager-000004,,1,Make decision,Random delete (for augmentation only),,,
3653.0,Deliver card,NaT,Manager-000006,,1,Deliver card,Random delete (for augmentation only),,,
3653.0,Check for completeness,NaT,Clerk-000004,,1,Perform checks,Random swap,,,
3653.0,Perform checks,NaT,Clerk-000006,,1,Check for completeness,Random swap,,,
3659.0,Perform checks,2025-05-31 02:33:30,Clerk-000001,,0,,,,,
3659.0,Make decision,2025-05-31 06:52:48,Manager-000005,,0,,,,,
3659.0,Notify accept,2025-05-31 08:21:48,Manager-000004,,0,,,,,
3659.0,Notify accept,2025-05-31 08:21:48,Manager-000004,,1,Notify accept,Random delete (for augmentation only),,,
3659.0,Deliver card,2025-05-31 23:29:06,Manager-000002,,0,,,,,
3659.0,Deliver card,2025-05-31 23:29:06,Manager-000002,,1,Deliver card,Random delete (for augmentation only),,,
3659.0,EVENT 13 END,NaT,,,0,,,,,
3659.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3659.0,New online application received,NaT,,,0,,,,,
3659.0,Request info,NaT,Manager-000005,,0,,,,,
3659.0,info received,NaT,,,0,,,,,
3659.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3659.0,EVENT 13 END,NaT,,,1,EVENT 13 END,Random delete (for augmentation only),,,
3670.0,Notify accept,2025-05-31 02:27:54,Manager-000006,,0,,,,,
3670.0,Notify accept,2025-05-31 02:27:54,Manager-000006,,1,Deliver card,Random swap,,,
3670.0,Deliver card,2025-05-31 16:59:30,Manager-000004,,0,,,,,
3670.0,Deliver card,2025-05-31 16:59:30,Manager-000004,,1,Notify accept,Random swap,,,
3670.0,EVENT 13 END,2025-05-31 23:34:54,,,0,,,,,
3670.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3670.0,New online application received,NaT,,,0,,,,,
3670.0,Perform checks,NaT,Clerk-000004,,0,,,,,
3670.0,Make decision,NaT,Manager-000003,,0,,,,,
3675.0,info received,2025-05-31 03:59:24,,,0,,,,,
3675.0,info received,2025-05-31 03:59:24,,,1,info received,Random delete (for augmentation only),,,
3675.0,Check for completeness,2025-05-31 04:09:24,Clerk-000003,,0,,,,,
3675.0,Check for completeness,2025-05-31 11:25:54,Clerk-000001,,0,,,,,
3675.0,New online application received,2025-05-31 11:25:54,,,0,,,,,
3675.0,Request info,2025-05-31 15:23:42,Manager-000002,,0,,,,,
3675.0,info received,2025-05-31 18:42:42,,,0,,,,,
3675.0,Check for completeness,2025-05-31 18:52:42,Clerk-000005,,0,,,,,
3675.0,Perform checks,2025-05-31 20:44:24,Clerk-000001,,0,,,,,
3675.0,Make decision,2025-05-31 22:45:36,Manager-000003,,0,,,,,
3675.0,Request info,2025-05-31 23:14:18,Manager-000006,,0,,,,,
3675.0,Request info,2025-05-31 23:32:42,Manager-000005,,0,,,,,
3675.0,info received,NaT,,,0,,,,,
3675.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3675.0,Notify accept,NaT,Manager-000002,,0,,,,,
3675.0,info received,NaT,,,0,,,,,
3675.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3675.0,Request info,NaT,Manager-000003,,0,,,,,
3675.0,Request info,NaT,Manager-000005,,0,,,,,
3675.0,Deliver card,NaT,Manager-000004,,0,,,,,
3675.0,info received,NaT,,,0,,,,,
3675.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3675.0,EVENT 13 END,NaT,,,0,,,,,
3675.0,info received,NaT,,,1,Check for completeness,Random swap,,,
3675.0,Check for completeness,NaT,Clerk-000003,,1,info received,Random swap,,,
3675.0,Request info,NaT,Manager-000005,,1,Deliver card,Random swap,,,
3675.0,Deliver card,NaT,Manager-000004,,1,Request info,Random swap,,,
3675.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
3678.0,Perform checks,2025-05-31 00:09:06,Clerk-000003,,0,,,,,
3678.0,Make decision,2025-05-31 16:02:24,Manager-000005,,0,,,,,
3678.0,Make decision,2025-05-31 16:02:24,Manager-000005,,1,Make decision,Random delete (for augmentation only),,,
3678.0,Notify accept,NaT,Manager-000002,,0,,,,,
3678.0,Deliver card,NaT,Manager-000001,,0,,,,,
3678.0,EVENT 13 END,NaT,,,0,,,,,
3678.0,Request info,NaT,Manager-000002,,0,,,,,
3678.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3678.0,New online application received,NaT,,,0,,,,,
3678.0,info received,NaT,,,0,,,,,
3678.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3678.0,Request info,NaT,Manager-000001,,0,,,,,
3678.0,info received,NaT,,,0,,,,,
3678.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3684.0,EVENT 13 END,2025-05-31 01:56:00,,,0,,,,,
3684.0,Make decision,2025-05-31 13:48:18,Manager-000006,,0,,,,,
3684.0,notify reject,2025-05-31 18:43:42,Manager-000002,,0,,,,,
3684.0,review request received,2025-05-31 23:21:48,,,0,,,,,
3684.0,review request received,2025-05-31 23:21:48,,,1,review request received,Random delete (for augmentation only),,,
3684.0,Check for completeness,2025-05-31 23:31:48,Clerk-000002,,0,,,,,
3684.0,Request info,NaT,Manager-000001,,0,,,,,
3684.0,info received,NaT,,,0,,,,,
3684.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3684.0,Deliver card,NaT,Manager-000004,,0,,,,,
3684.0,Perform checks,NaT,Clerk-000003,,0,,,,,
3684.0,Make decision,NaT,Manager-000005,,0,,,,,
3684.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3684.0,New online application received,NaT,,,0,,,,,
3684.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3684.0,Notify accept,NaT,Manager-000003,,0,,,,,
3684.0,Request info,NaT,Manager-000001,,1,Request info,Random delete (for augmentation only),,,
3684.0,Perform checks,NaT,Clerk-000005,,1,Notify accept,Random swap,,,
3684.0,Notify accept,NaT,Manager-000003,,1,Perform checks,Random swap,,,
3684.0,Make decision,NaT,Manager-000005,,1,Check for completeness,Random swap,,,
3684.0,Check for completeness,NaT,Clerk-000001,,1,Make decision,Random swap,,,
3687.0,Make decision,2025-05-31 11:43:54,Manager-000005,,0,,,,,
3687.0,Make decision,2025-05-31 11:43:54,Manager-000005,,1,Make decision,Random delete (for augmentation only),,,
3687.0,notify reject,NaT,Manager-000002,,0,,,,,
3687.0,time out,NaT,,,0,,,,,
3687.0,EVENT 13 END,NaT,,,0,,,,,
3687.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3687.0,New online application received,NaT,,,0,,,,,
3687.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3687.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
3688.0,Request info,2025-05-31 00:30:18,Manager-000003,,0,,,,,
3688.0,Notify accept,2025-05-31 12:22:24,Manager-000003,,0,,,,,
3688.0,info received,2025-05-31 20:12:06,,,0,,,,,
3688.0,Check for completeness,2025-05-31 20:22:06,Clerk-000006,,0,,,,,
3688.0,Deliver card,2025-05-31 21:59:18,Manager-000006,,0,,,,,
3688.0,EVENT 13 END,NaT,,,0,,,,,
3688.0,Perform checks,NaT,Clerk-000001,,0,,,,,
3688.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3688.0,New online application received,NaT,,,0,,,,,
3688.0,Make decision,NaT,Manager-000004,,0,,,,,
3688.0,Check for completeness,NaT,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
3689.0,Check for completeness,2025-05-31 21:36:00,Clerk-000003,,0,,,,,
3689.0,New online application received,2025-05-31 21:36:00,,,0,,,,,
3689.0,Perform checks,2025-05-31 21:51:18,Clerk-000004,,0,,,,,
3689.0,time out,2025-05-31 23:54:54,,,0,,,,,
3689.0,EVENT 13 END,NaT,,,0,,,,,
3689.0,Make decision,NaT,Manager-000006,,0,,,,,
3689.0,notify reject,NaT,Manager-000001,,0,,,,,
3689.0,Make decision,NaT,Manager-000006,,1,Make decision,Random delete (for augmentation only),,,
3691.0,Check for completeness,2025-05-31 04:42:06,Clerk-000004,,0,,,,,
3691.0,New online application received,2025-05-31 04:42:06,,,0,,,,,
3691.0,info received,2025-05-31 08:00:48,,,0,,,,,
3691.0,Check for completeness,2025-05-31 08:10:48,Clerk-000002,,0,,,,,
3691.0,Perform checks,2025-05-31 08:17:12,Clerk-000003,,0,,,,,
3691.0,Make decision,2025-05-31 12:02:24,Manager-000006,,0,,,,,
3691.0,Make decision,2025-05-31 12:02:24,Manager-000006,,1,Make decision,Random delete (for augmentation only),,,
3691.0,Notify accept,NaT,Manager-000003,,0,,,,,
3691.0,Request info,NaT,Manager-000003,,0,,,,,
3691.0,info received,NaT,,,0,,,,,
3691.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3691.0,Request info,NaT,Manager-000001,,0,,,,,
3691.0,Deliver card,NaT,Manager-000005,,0,,,,,
3691.0,EVENT 13 END,NaT,,,0,,,,,
3693.0,EVENT 13 END,2025-05-31 01:15:06,,,0,,,,,
3693.0,Perform checks,2025-05-31 05:15:06,Clerk-000001,,0,,,,,
3693.0,Make decision,2025-05-31 11:09:06,Manager-000004,,0,,,,,
3693.0,Notify accept,2025-05-31 14:03:48,Manager-000006,,0,,,,,
3693.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3693.0,New online application received,NaT,,,0,,,,,
3693.0,Request info,NaT,Manager-000001,,0,,,,,
3693.0,info received,NaT,,,0,,,,,
3693.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3693.0,Deliver card,NaT,Manager-000004,,0,,,,,
3693.0,Request info,NaT,Manager-000001,,1,info received,Random swap,,,
3693.0,info received,NaT,,,1,Request info,Random swap,,,
3697.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3697.0,New online application received,NaT,,,0,,,,,
3697.0,Perform checks,NaT,Clerk-000004,,0,,,,,
3697.0,Make decision,NaT,Manager-000002,,0,,,,,
3697.0,notify reject,NaT,Manager-000001,,0,,,,,
3697.0,time out,NaT,,,0,,,,,
3697.0,EVENT 13 END,NaT,,,0,,,,,
3697.0,time out,NaT,,,1,EVENT 13 END,Random swap,,,
3697.0,EVENT 13 END,NaT,,,1,time out,Random swap,,,
3702.0,notify reject,2025-05-31 00:06:24,Manager-000004,,0,,,,,
3702.0,review request received,2025-05-31 01:32:12,,,0,,,,,
3702.0,Check for completeness,2025-05-31 01:42:12,Clerk-000006,,0,,,,,
3702.0,Check for completeness,2025-05-31 01:42:12,Clerk-000006,,1,info received,Random swap,,,
3702.0,info received,2025-05-31 02:41:36,,,0,,,,,
3702.0,info received,2025-05-31 02:41:36,,,1,Check for completeness,Random swap,,,
3702.0,Check for completeness,2025-05-31 02:51:36,Clerk-000003,,0,,,,,
3702.0,Check for completeness,2025-05-31 08:24:42,Clerk-000002,,0,,,,,
3702.0,New online application received,2025-05-31 08:24:42,,,0,,,,,
3702.0,New online application received,2025-05-31 08:24:42,,,1,New online application received,Random delete (for augmentation only),,,
3702.0,Perform checks,2025-05-31 08:46:06,Clerk-000002,,0,,,,,
3702.0,Request info,2025-05-31 16:25:42,Manager-000005,,0,,,,,
3702.0,Perform checks,2025-05-31 18:41:42,Clerk-000005,,0,,,,,
3702.0,info received,2025-05-31 19:16:42,,,0,,,,,
